sample_id	polygon_id	grts_ranking	x	y	main_type	type	phab	sac	year_planned	description_orig	legacy_site	certain	location_id
VBI_78046_9190	494725_v2018	64847838	159886	225192.6	57	99	100	1	NA	100% 9190	1	1	64847838
VBI_78059_9190	494864_v2018	2635742	156942	224180.3	57	99	100	0	NA	100% 9190	1	1	2635742
VBI_78060_9190	457175_v2018	22646750	157942.2	224179.8	57	99	50	0	NA	50% 9190; 50% gh	1	1	22646750
VBI_78135_9190	596363_v2014	40305630	160942	219679.9	57	99	50	1	NA	50% 9190; 50% gh	1	1	40305630
VBI_81133_9190	529645_v2018	37328350	166958.3	229700.8	57	99	70	1	NA	70% 9190; 30% gh	1	1	37328350
VBI_85155_9190	659724_v2014	50144150	164941.9	218179.6	57	99	50	0	NA	50% 9190; 50% gh	1	1	50144150
VBI_88040_9190	431603_v2018	26918958	193942.1	225679.9	57	99	100	1	NA	100% 9190	1	1	26918958
VBI_88121_9190	627277_v2014	64169006	186944.6	220176.2	57	99	100	1	NA	100% 9190	1	1	64169006
VBI_88123_9190	522562_v2018	17306670	188942.3	220179.9	57	99	95	1	NA	95% 9190; 5% 2310	1	1	17306670
VBI_88134_9190	659904_v2014	13614126	191921.3	219696.7	57	99	70	0	NA	70% 9190; 30% gh	1	1	13614126
VBI_88155_9190	507861_v2018	2969590	188942.2	218179.8	57	99	100	1	NA	100% 9190	1	1	2969590
VBI_91017_9190	626384_v2014	61722222	194951.1	236681.8	57	99	50	0	NA	50% 9190; 50% gh	1	1	61722222
VBI_95001_9190	506523_v2018	2956078	194942.2	227679.9	57	99	100	1	NA	100% 9190	1	1	2956078
VBI_96073_9190	474581_v2018	54680302	202942.2	223179.9	57	99	100	1	NA	100% 9190	1	1	54680302
VBI_96137_9190	474550_v2018	83694	202942.2	219179.8	57	99	70	0	NA	70% 9190; 30% gh	1	1	83694
VBI_172088_91E0	612075_v2014	25177206	209942.1	212680	58	100	90	0	NA	90% 91E0,gh; 10% gh	1	0	25177206
VBI_187100_91E0	632156_v2014	13707346	245927.4	201643.4	58	100	100	1	NA	100% 91E0,gh	1	0	13707346
VBI_248121_91E0	680594_v2014	66604966	186929.7	180191.1	58	100	50	1	NA	50% gh; 50% 91E0	1	1	66604966
VBI_308051_91E0	577727_v2014	48881721	124942.2	164679.9	58	100	100	0	NA	100% 91E0,gh	1	0	48881721
ZSCPQ074	NA	24389033	136674.5	197613.6	58	101	100	1	NA	NA	1	1	24389033
ZSCPQ119	NA	56021737	142923.2	200674.1	58	101	100	1	NA	NA	1	1	56021737
ZSCPQ120	NA	54478569	138259.5	194388.8	58	101	100	1	NA	NA	1	1	54478569
ZSCPQ122	NA	38130409	143531.6	201073.8	58	101	100	1	NA	NA	1	1	38130409
ZSCPQ123	NA	5427945	143335.2	200908	58	101	100	1	NA	NA	1	1	5427945
ZSCPQ124	NA	65381097	142765.5	200584.6	58	101	100	1	NA	NA	1	1	65381097
ZSCPQ125	NA	238313	142319.4	200429.9	58	101	100	1	NA	NA	1	1	238313
ZSCPQ126	NA	7525097	143208.1	200877.6	58	101	100	1	NA	NA	1	1	7525097
ZSCPQ127	NA	24967913	139404.5	200958.5	58	101	100	1	NA	NA	1	1	24967913
ZSCPQ128	NA	21575401	137810.6	196734.6	58	101	100	1	NA	NA	1	1	21575401
ZSCPQ130	NA	37648105	137369.9	197306.2	58	101	100	1	NA	NA	1	1	37648105
ZSCPQ131	NA	9641	136447.5	198072.8	58	101	100	1	NA	NA	1	1	9641
ZSCPQ134	NA	3950313	137877.2	194541.1	58	101	100	1	NA	NA	1	1	3950313
ZSCPQ135	NA	44975849	137955.5	194059.8	58	101	100	1	NA	NA	1	1	44975849
ZSCPQ137	NA	17894889	137911.5	193910	58	101	100	1	NA	NA	1	1	17894889
ZSCPQ138	NA	40963561	137813.5	193966.5	58	101	100	1	NA	NA	1	1	40963561
ZSCPQ140	NA	64343721	127154.9	191815.4	58	101	100	0	NA	NA	1	1	64343721
ZSCPQ142	NA	5924009	129424.2	193482.4	58	101	100	1	NA	NA	1	1	5924009
ZSCPQ145	NA	44590249	129001.7	193476.7	58	101	100	1	NA	NA	1	1	44590249
ZSCPQ146	NA	8294569	132957.5	192974.2	58	101	100	1	NA	NA	1	1	8294569
ZSCPQ147	NA	41849001	132959.6	192955.9	58	101	100	1	NA	NA	1	1	41849001
ZSCPQ149	NA	19070377	136533.4	199389.7	58	101	100	1	NA	NA	1	1	19070377
ZSCPQ150	NA	60226985	136469.1	199433.6	58	101	100	1	NA	NA	1	1	60226985
ZSCPQ151	NA	24035497	136047.4	191989.2	58	101	100	1	NA	NA	1	1	24035497
ZSCPQ152	NA	24035497	136072.6	191995	58	101	100	1	NA	NA	1	1	24035497
ZSCPQ153	NA	56189097	136028.6	191943.8	58	101	100	1	NA	NA	1	1	56189097
ZSCPQ154	NA	63594665	136250.4	191704	58	101	100	1	NA	NA	1	1	63594665
ZSCPQ156	NA	18505897	136399.7	191692.5	58	101	100	1	NA	NA	1	1	18505897
ZSCPQ220	NA	8970985	142767.5	201349.5	58	101	100	1	NA	NA	1	1	8970985
ZSCPQ301	NA	57318025	109337.2	190289.7	58	101	100	1	NA	NA	1	1	57318025
15865_91E0_va	51088	15865	128925.6	177550.1	58	102	100	1	12	100% 91E0_va	0	1	15865
3286_91E0_va	38412	3286	172765.6	215054.1	58	102	70	1	3	70% 91E0_va; 30% 91E0_vn	0	1	3286
4006_91E0_va	50197	4006	185885.6	181134.1	58	102	60	1	5	60% 91E0_va; 20% 91E0_vm; 10% 6430,rbbhf; 10% rbbmc	0	1	4006
8121_91E0_va	56265	8121	145501.6	160174.1	58	102	70	1	8	70% 91E0_va; 30% 91E0_vc	0	1	8121
9177_91E0_va	51998	9177	108029.6	168590.1	58	102	100	1	10	100% 91E0_va	0	1	9177
VBI_133153_91E0_va	508410_v2018	40238273	82942.3	208179.8	58	102	100	1	NA	100% 91E0_va	1	1	40238273
VBI_135151_91E0_va	629084_v2014	20449345	72942.1	198679.7	58	102	100	0	NA	100% 91E0_va	1	1	20449345
VBI_137010_91E0_va	544931_v2018	7635137	83942.3	207178.4	58	102	100	1	NA	100% 91E0_va	1	1	7635137
VBI_147049_91E0_va	509916_v2018	4579593	114942.1	204679.8	58	102	100	1	NA	100% 91E0_va	1	1	4579593
VBI_147068_91E0_va	493987_v2018	22643977	117942.3	203677.7	58	102	100	1	NA	100% 91E0_va	1	1	22643977
VBI_158118_91E0_va	493494_v2018	65041942	159942.5	200679.7	58	102	100	0	NA	100% 91E0_va	1	1	65041942
VBI_161102_91E0_va	490498_v2018	31889302	167944.4	211681.5	58	102	100	1	NA	100% 91E0_va	1	1	31889302
VBI_161114_91E0_va	539055_v2018	62057366	163942	210679.8	58	102	100	1	NA	100% 91E0_va	1	1	62057366
VBI_161129_91E0_va	538806_v2018	33622166	162952.7	209679.8	58	102	100	1	NA	100% 91E0_va	1	1	33622166
VBI_161130_91E0_va	539133_v2018	22665366	163946.7	209669.7	58	102	100	1	NA	100% 91E0_va	1	1	22665366
VBI_162051_91E0_va	461576_v2018	28642518	172941.7	214681	58	102	100	0	NA	100% 91E0_va	1	1	28642518
VBI_211115_91E0_va	629954_v2014	65478529	68942.2	190679.8	58	102	100	0	NA	100% 91E0_va	1	1	65478529
VBI_212040_91E0_va	540657_v2018	9326145	81929.4	195672	58	102	100	1	NA	100% 91E0_va	1	1	9326145
VBI_226018_91E0_va	651941_v2014	6313609	107942.2	186679.8	58	102	100	0	NA	100% 91E0_va	1	1	6313609
VBI_226036_91E0_va	659148_v2014	50847321	109942.2	185679.8	58	102	100	1	NA	100% 91E0_va	1	1	50847321
VBI_226120_91E0_va	644179_v2014	32742233	113942.1	180679.8	58	102	100	0	NA	100% 91E0_va	1	1	32742233
VBI_226148_91E0_va	530136_v2018	9378393	109942.2	178679.8	58	102	80	0	NA	80% 91E0_va; 15% 91E0_vc; 5% rbbhf	1	1	9378393
VBI_227081_91E0_va	644302_v2014	25023321	114942.1	182679.9	58	102	100	0	NA	100% 91E0_va	1	1	25023321
VBI_228141_91E0_va	648162_v2014	20105977	126942.2	179179.9	58	102	70	1	NA	70% 91E0_va; 30% 91E0_vn	1	1	20105977
VBI_233118_91E0_va	461411_v2018	20246505	151942.4	190679.9	58	102	100	0	NA	100% 91E0_va	1	1	20246505
VBI_236143_91E0_va	633247_v2014	41470073	144942.2	179179.8	58	102	100	0	NA	100% 91E0_vnva	1	0	41470073
VBI_237014_91E0_va	630270_v2014	41159657	151925.3	187170.7	58	102	100	1	NA	100% 91E0_va	1	1	41159657
VBI_238147_91E0_va	476819_v2018	30393030	156965.5	178660	58	102	100	1	NA	100% 91E0_va	1	1	30393030
VBI_243048_91E0_va	644992_v2014	47431478	185942.2	195179.8	58	102	80	1	NA	80% 91E0_va; 20% 91E0_vm	1	1	47431478
VBI_243094_91E0_va	644052_v2014	11092310	183942.2	192179.8	58	102	100	0	NA	100% 91E0_va	1	1	11092310
VBI_245100_91E0_va	630281_v2014	57870534	165942.2	181679.8	58	102	100	0	NA	100% 91E0_va	1	1	57870534
VBI_245122_91E0_va	544934_v2018	58100934	163968.8	180153.2	58	102	100	1	NA	100% 91E0_va	1	1	58100934
VBI_245147_91E0_va	571005_v2018	10034374	164942.2	178679.8	58	102	100	1	NA	100% 91E0_va	1	1	10034374
VBI_247112_91E0_va	540178_v2018	20975526	185942.2	181179.8	58	102	100	1	NA	100% 91E0_va; 0% rbbsp	1	1	20975526
VBI_255123_91E0_va	642525_v2014	35846310	196929.2	180183.3	58	102	60	0	NA	60% 91E0_va; 20% 9160; 20% 9120	1	1	35846310
VBI_255158_91E0_va	302133_v2016	27415718	199942	178179.7	58	102	100	0	NA	100% 91E0_va	1	1	27415718
VBI_303012_91E0_va	658463_v2014	46943577	117942.1	177179.8	58	102	100	0	NA	100% 91E0_va	1	1	46943577
VBI_303045_91E0_va	646348_v2014	26713433	118942.2	175179.8	58	102	70	0	NA	70% 91E0_va; 30% 6430,rbbhf,bos	1	1	26713433
VBI_308014_91E0_va	651765_v2014	21919801	127942.3	167179.9	58	102	100	1	NA	100% 91E0_va	1	1	21919801
VBI_308069_91E0_va	644111_v2014	19124281	126942.1	163679.8	58	102	100	0	NA	100% 91E0_va	1	1	19124281
VBI_308110_91E0_va	645095_v2014	4453945	127942.2	161179.9	58	102	70	0	NA	70% 91E0_va; 30% 6430,rbbhf	1	1	4453945
VBI_316065_91E0_va	544283_v2018	54351289	138942.2	163679.8	58	102	60	1	NA	60% 91E0_va; 40% 91E0_vc; 0% 7220,gh	1	1	54351289
VBI_316066_91E0_va	531346_v2018	21960121	139942.2	163679.8	58	102	95	1	NA	95% 91E0_va; 5% 91E0_vc	1	1	21960121
VBI_316105_91E0_va	651932_v2014	673977	138942.2	161179.8	58	102	100	0	NA	100% 91E0_va	1	1	673977
VBI_321005_91E0_va	545475_v2018	61839558	166940.6	177674.5	58	102	100	1	NA	100% 91E0_va	1	1	61839558
VBI_321137_91E0_va	647069_v2014	2603270	162942.1	169179.8	58	102	60	0	NA	60% 91E0_va; 40% rbbsf	1	1	2603270
VBI_321159_91E0_va	110693_v2014	43540742	168938.3	168175.9	58	102	100	1	NA	100% 91E0_va	1	1	43540742
VBI_323079_91E0_va	650173_v2014	31472006	184942.2	173179.8	58	102	100	0	NA	100% 91E0_va	1	1	31472006
VBI_325016_91E0_va	548717_v2018	17990	169987	167194.6	58	102	60	1	NA	60% 91E0_va; 40% 9160	1	1	17990
VBI_325029_91E0_va	648655_v2014	47366406	166995.9	166139.8	58	102	60	0	NA	60% 91E0_va; 30% 91E0_vn; 10% rbbmr	1	1	47366406
VBI_325031_91E0_va	611212_v2014	60010758	168933.2	166170	58	102	100	1	NA	100% 91E0_va	1	1	60010758
VBI_325066_91E0_va	581707_v2014	14824710	163942.3	163679.8	58	102	70	1	NA	70% 91E0_va; 30% 9160	1	1	14824710
VBI_325078_91E0_va	328306_v2016	7097606	167947.3	163226.5	58	102	100	1	NA	100% 91E0_va	1	1	7097606
VBI_325093_91E0_va	475216_v2018	20012294	166916.3	162191.9	58	102	95	1	NA	95% 91E0_va; 5% 6430_hf	1	1	20012294
VBI_335037_91E0_va	630081_v2014	35046758	198942.2	165680	58	102	100	0	NA	100% 91E0_va	1	1	35046758
VBI_336040_91E0_va	561669_v2018	52031270	209942.1	165679.7	58	102	100	0	NA	100% 91E0_va	1	1	52031270
VBI_341100_91E0_va	573391_v2014	37773106	229942.1	171679.8	58	102	60	0	NA	60% 91E0_va; 20% 91E0,9160; 20% gh	1	1	37773106
VBI_341137_91E0_va	652621_v2014	62098546	226942.2	169179.9	58	102	60	1	NA	60% 91E0_va; 20% gh; 20% 9160	1	1	62098546
VBI_345004_91E0_va	647105_v2014	18996338	229942.2	167679.9	58	102	100	1	NA	100% 91E0_va	1	1	18996338
VBI_392014_91E0_va	642404_v2014	42766521	143942.2	157179.8	58	102	70	1	NA	70% 91E0_va; 30% 91E0_vc	1	1	42766521
1002329_91E0_vc	50995	1002329	114301.6	178286.1	58	103	30	1	10	70% 91E0_va; 30% 91E0_vc	0	1	1002329
1003346_91E0_vc	42765	1003346	237917.6	200366.1	58	103	100	1	10	100% 91E0_vc	0	1	1003346
1007193_91E0_vc	28876	1007193	108189.6	184238.1	58	103	30	0	12	70% 91E0_va; 30% 91E0_vc	0	1	1007193
1013318_91E0_vc	52732	1013318	170781.6	168078.1	58	103	30	1	10	70% 91E0_va; 30% 91E0_vc	0	1	1013318
1017817_91E0_vc	54703	1017817	106909.6	162670.1	58	103	100	1	11	100% 91E0_vc	0	1	1017817
1023801_91E0_vc	29467	1023801	129469.6	168526.1	58	103	30	0	12	70% 91E0_va; 30% 91E0_vc	0	1	1023801
1025657_91E0_vc	28216	1025657	140477.6	174958.1	58	103	70	0	12	70% 91E0_vc; 30% rbbhc	0	1	1025657
1029702_91E0_vc	53051	1029702	170493.6	168014.1	58	103	30	1	11	70% 9160; 30% 91E0_vc; 0% 7220	0	1	1029702
103609_91E0_vc	56654	103609	144189.6	155694.1	58	103	30	1	1	70% 91E0_va; 30% 91E0_vc	0	1	103609
104342_91E0_vc	38764	104342	168189.6	211694.1	58	103	30	1	2	70% 91E0_va; 30% 91E0_vc	0	1	104342
1057081_91E0_vc	56698	1057081	131197.6	155502.1	58	103	30	1	11	70% 9130_end; 30% 91E0_vc	0	1	1057081
1086969_91E0_vc	28189	1086969	133661.6	170158.1	58	103	70	0	12	70% 91E0_vc; 30% rbbhc	0	1	1086969
1104390_91E0_vc	54120	1104390	159229.6	165166.1	58	103	100	1	11	100% 91E0_vc	0	1	1104390
1109593_91E0_vc	50388	1109593	108509.6	182414.1	58	103	30	1	11	70% 91E0_va; 30% 91E0_vc	0	1	1109593
1115286_91E0_vc	39003	1115286	167773.6	210190.1	58	103	30	1	11	70% 91E0_va; 30% 91E0_vc	0	1	1115286
1119417_91E0_vc	56653	1119417	143453.6	155566.1	58	103	30	1	11	70% 91E0_va; 30% 91E0_vc; 0% 7220	0	1	1119417
1122617_91E0_vc	56698	1122617	131165.6	155822.1	58	103	30	1	11	70% 9130_end; 30% 91E0_vc	0	1	1122617
112889_91E0_vc	17060	112889	136445.6	177806.1	58	103	30	0	2	70% 9130_end; 30% 91E0_vc	0	1	112889
1146118_91E0_vc	54392	1146118	166621.6	165006.1	58	103	30	1	12	70% 91E0_va; 30% 91E0_vc	0	1	1146118
1176582_91E0_vc	53225	1176582	164605.6	160462.1	58	103	30	1	12	70% 91E0_va; 30% 91E0_vc; 0% 7220	0	1	1176582
11865_91E0_vc	49589	11865	109277.6	183598.1	58	103	30	1	1	70% 9130_end; 30% 91E0_vc	0	1	11865
1188153_91E0_vc	56698	1188153	130877.6	155886.1	58	103	30	1	12	70% 9130_end; 30% 91E0_vc	0	1	1188153
1191897_91E0_vc	55822	1191897	109789.6	162382.1	58	103	30	1	12	70% gh; 30% 91E0_vc	0	1	1191897
1199641_91E0_vc	55819	1199641	91357.6	162382.1	58	103	100	1	12	100% 91E0_vc	0	1	1199641
1201337_91E0_vc	56653	1201337	143837.6	156398.1	58	103	30	1	12	70% 91E0_va; 30% 91E0_vc; 0% 7220	0	1	1201337
1233209_91E0_vc	56698	1233209	130365.6	155342.1	58	103	30	1	12	70% 9130_end; 30% 91E0_vc	0	1	1233209
1253689_91E0_vc	56698	1253689	130653.6	155278.1	58	103	30	1	12	70% 9130_end; 30% 91E0_vc	0	1	1253689
136697_91E0_vc	29894	136697	133117.6	169998.1	58	103	30	0	2	70% 91E0_va; 30% 91E0_vc	0	1	136697
137401_91E0_vc	29423	137401	137597.6	157550.1	58	103	30	0	2	70% 91E0_va; 30% 91E0_vc	0	1	137401
139577_91E0_vc	56698	139577	131005.6	155950.1	58	103	30	1	2	70% 9130_end; 30% 91E0_vc	0	1	139577
146265_91E0_vc	51003	146265	113821.6	178062.1	58	103	30	1	2	70% 91E0_va; 30% 91E0_vc	0	1	146265
15782_91E0_vc	29311	15782	187965.6	174286.1	58	103	30	0	1	70% 91E0_va; 30% 91E0_vc	0	1	15782
163513_91E0_vc	27716	163513	145821.6	162862.1	58	103	100	0	3	100% 91E0_vc	0	1	163513
164793_91E0_vc	56662	164793	145693.6	156398.1	58	103	30	1	2	70% 91E0_va; 30% 91E0_vc	0	1	164793
165913_91E0_vc	28707	165913	101277.6	167854.1	58	103	100	0	3	100% 91E0_vc	0	1	165913
16633_91E0_vc	17512	16633	131677.6	180078.1	58	103	100	0	1	100% 91E0_vc	0	1	16633
195046_91E0_vc	52078	195046	209245.6	174318.1	58	103	30	1	2	70% 91E0_va; 30% 91E0_vc	0	1	195046
198137_91E0_vc	28432	198137	134621.6	172590.1	58	103	100	0	3	100% 91E0_vc	0	1	198137
201689_91E0_vc	53932	201689	104637.6	166190.1	58	103	100	1	2	100% 91E0_vc	0	1	201689
205113_91E0_vc	56698	205113	130813.6	155310.1	58	103	30	1	2	70% 9130_end; 30% 91E0_vc	0	1	205113
211193_91E0_vc	50513	211193	135261.6	179342.1	58	103	30	1	2	70% 9120; 30% 91E0_vc	0	1	211193
217049_91E0_vc	55059	217049	109597.6	163374.1	58	103	30	1	3	70% 91E0_va; 30% 91E0_vc	0	1	217049
224726_91E0_vc	28975	224726	182557.6	216846.1	58	103	100	0	3	100% 91E0_vc	0	1	224726
23257_91E0_vc	29397	23257	116413.6	156782.1	58	103	30	0	1	70% 91E0_va; 30% 91E0_vc	0	1	23257
234297_91E0_vc	54971	234297	130749.6	163598.1	58	103	30	1	3	70% 91E0_va; 30% 91E0_vc	0	1	234297
248946_91E0_vc	53733	248946	228317.6	167918.1	58	103	30	1	3	70% 9160; 30% 91E0_vc	0	1	248946
253593_91E0_vc	16912	253593	93149.6	180046.1	58	103	30	0	3	70% 9130_end; 30% 91E0_vc	0	1	253593
257081_91E0_vc	54532	257081	122077.6	164494.1	58	103	30	1	3	70% 91E0_va; 30% 91E0_vc	0	1	257081
261465_91E0_vc	29264	261465	116893.6	174606.1	58	103	30	0	4	70% 91E0_va; 30% 91E0_vc	0	1	261465
26393_91E0_vc	56379	26393	98653.6	158350.1	58	103	100	1	1	100% 91E0_vc	0	1	26393
267513_91E0_vc	29517	267513	133661.6	183886.1	58	103	30	0	4	70% 91E0_va; 30% 91E0_vc	0	1	267513
272569_91E0_vc	29824	272569	137181.6	160974.1	58	103	30	0	4	70% 91E0_va; 30% 91E0_vc	0	1	272569
284729_91E0_vc	53999	284729	127997.6	167406.1	58	103	30	1	3	70% 91E0_va; 30% 91E0_vc	0	1	284729
298937_91E0_vc	56676	298937	147293.6	157166.1	58	103	100	1	3	100% 91E0_vc	0	1	298937
313305_91E0_vc	54652	313305	107165.6	163278.1	58	103	20	1	3	60% 9120; 20% 91E0_vc; 20% 9130_end	0	1	313305
315705_91E0_vc	56698	315705	130205.6	155854.1	58	103	30	1	4	70% 9130_end; 30% 91E0_vc	0	1	315705
316601_91E0_vc	56654	316601	144349.6	156462.1	58	103	30	1	4	70% 91E0_va; 30% 91E0_vc	0	1	316601
320902_91E0_vc	52346	320902	180349.6	172046.1	58	103	30	1	4	70% 91E0_va; 30% 91E0_vc	0	1	320902
331650_91E0_vc	14941	331650	257277.6	160462.1	58	103	40	0	4	60% 9160; 40% 91E0_vc	0	1	331650
344889_91E0_vc	28280	344889	130781.6	162126.1	58	103	70	0	5	70% 91E0_vc; 30% 9130	0	1	344889
349433_91E0_vc	29517	349433	133533.6	184078.1	58	103	30	0	5	70% 91E0_va; 30% 91E0_vc	0	1	349433
359449_91E0_vc	54748	359449	102077.6	163054.1	58	103	100	1	4	100% 91E0_vc	0	1	359449
428057_91E0_vc	29875	428057	101085.6	167662.1	58	103	30	0	5	70% 91E0_va; 30% 91E0_vc	0	1	428057
431494_91E0_vc	52360	431494	178333.6	171886.1	58	103	30	1	4	70% 91E0_va; 30% 91E0_vc	0	1	431494
444313_91E0_vc	26207	444313	92125.6	176526.1	58	103	100	0	5	100% 91E0_vc	0	1	444313
446777_91E0_vc	56698	446777	130141.6	155534.1	58	103	30	1	4	70% 9130_end; 30% 91E0_vc	0	1	446777
450905_91E0_vc	50997	450905	113117.6	177102.1	58	103	100	1	4	100% 91E0_vc	0	1	450905
463833_91E0_vc	53932	463833	104733.6	166190.1	58	103	100	1	4	100% 91E0_vc	0	1	463833
466745_91E0_vc	29737	466745	129597.6	169358.1	58	103	30	0	5	70% 91E0_va; 30% 91E0_vc	0	1	466745
467257_91E0_vc	56698	467257	130717.6	155502.1	58	103	30	1	5	70% 9130_end; 30% 91E0_vc	0	1	467257
468953_91E0_vc	54652	468953	107229.6	163374.1	58	103	20	1	5	60% 9120; 20% 91E0_vc; 20% 9130_end	0	1	468953
472889_91E0_vc	28730	472889	134877.6	169006.1	58	103	30	0	6	70% 91E0_va; 30% 91E0_vc	0	1	472889
473337_91E0_vc	50513	473337	135453.6	179342.1	58	103	30	1	5	70% 9120; 30% 91E0_vc	0	1	473337
499129_91E0_vc	28554	499129	138333.6	168174.1	58	103	100	0	6	100% 91E0_vc	0	1	499129
515737_91E0_vc	16912	515737	93053.6	179918.1	58	103	30	0	6	70% 9130_end; 30% 91E0_vc	0	1	515737
516441_91E0_vc	51009	516441	112797.6	177582.1	58	103	20	1	5	60% 91E0_va; 20% 91E0_vc; 20% 91E0_vm	0	1	516441
520582_91E0_vc	29218	520582	184253.6	176110.1	58	103	30	0	6	70% 91E0_va; 30% 91E0_vc	0	1	520582
521430_91E0_vc	24167	521430	175037.6	212654.1	58	103	30	0	7	70% 91E0_va; 30% 91E0_vc	0	1	521430
53561_91E0_vc	56698	53561	130397.6	155886.1	58	103	30	1	1	70% 9130_end; 30% 91E0_vc	0	1	53561
541570_91E0_vc	55656	541570	252701.6	160750.1	58	103	30	1	5	70% 91E0_va; 30% 91E0_vc	0	1	541570
552537_91E0_vc	49815	552537	109181.6	182734.1	58	103	30	1	5	70% 9130_end; 30% 91E0_vc	0	1	552537
570886_91E0_vc	55107	570886	155357.6	162702.1	58	103	30	1	5	70% 9120; 30% 91E0_vc	0	1	570886
577849_91E0_vc	56698	577849	130493.6	155758.1	58	103	30	1	6	70% 9130_end; 30% 91E0_vc	0	1	577849
606521_91E0_vc	17878	606521	131005.6	155054.1	58	103	30	0	7	70% 9130_end; 30% 91E0_vc	0	1	606521
612246_91E0_vc	39013	612246	168093.6	210830.1	58	103	30	1	6	70% 91E0_va; 30% 91E0_vc	0	1	612246
616665_91E0_vc	54266	616665	116189.6	166382.1	58	103	20	1	6	60% 91E0_vn; 20% 91E0_vc; 20% 91E0_va	0	1	616665
631129_91E0_vc	51010	631129	113341.6	177550.1	58	103	30	1	6	70% 91E0_va; 30% 91E0_vc	0	1	631129
642585_91E0_vc	55760	642585	89821.6	162190.1	58	103	100	1	6	100% 91E0_vc	0	1	642585
643481_91E0_vc	29812	643481	102973.6	178990.1	58	103	30	0	7	70% 91E0_va; 30% 91E0_vc	0	1	643481
643993_91E0_vc	28518	643993	89629.6	173614.1	58	103	100	0	7	100% 91E0_vc	0	1	643993
654873_91E0_vc	55761	654873	89021.6	161902.1	58	103	100	1	6	100% 91E0_vc	0	1	654873
663865_91E0_vc	56698	663865	130717.6	155758.1	58	103	30	1	6	70% 9130_end; 30% 91E0_vc	0	1	663865
676665_91E0_vc	54978	676665	131997.6	163694.1	58	103	30	1	6	70% 91E0_va; 30% 91E0_vc	0	1	676665
677254_91E0_vc	52414	677254	179581.6	171630.1	58	103	30	1	7	70% 91E0_va; 30% 91E0_vc	0	1	677254
681945_91E0_vc	27090	681945	106909.6	163470.1	58	103	100	0	8	100% 91E0_vc	0	1	681945
685273_91E0_vc	29939	685273	112317.6	161998.1	58	103	30	0	8	70% 91E0_va; 30% 91E0_vc	0	1	685273
686041_91E0_vc	54488	686041	104445.6	162798.1	58	103	100	1	7	100% 91E0_vc	0	1	686041
692438_91E0_vc	38950	692438	171549.6	211118.1	58	103	30	1	7	70% 91E0_va; 30% 91E0_vc	0	1	692438
694297_91E0_vc	53937	694297	102557.6	166318.1	58	103	100	1	7	100% 91E0_vc	0	1	694297
708921_91E0_vc	56698	708921	130397.6	155534.1	58	103	30	1	7	70% 9130_end; 30% 91E0_vc	0	1	708921
729401_91E0_vc	56698	729401	130973.6	155374.1	58	103	30	1	7	70% 9130_end; 30% 91E0_vc	0	1	729401
735033_91E0_vc	29750	735033	134845.6	169422.1	58	103	30	0	8	70% 91E0_va; 30% 91E0_vc	0	1	735033
738265_91E0_vc	29694	738265	104381.6	167598.1	58	103	30	0	8	70% 91E0_va; 30% 91E0_vc	0	1	738265
748761_91E0_vc	55046	748761	120157.6	162926.1	58	103	30	1	7	70% 91E0_va; 30% 91E0_vc	0	1	748761
758585_91E0_vc	54971	758585	131005.6	163502.1	58	103	30	1	7	70% 91E0_va; 30% 91E0_vc	0	1	758585
760057_91E0_vc	17507	760057	133117.6	179886.1	58	103	100	0	8	100% 91E0_vc	0	1	760057
760793_91E0_vc	27406	760793	110845.6	169294.1	58	103	100	0	9	100% 91E0_vc	0	1	760793
76294_91E0_vc	28459	76294	160125.6	161870.1	58	103	100	0	1	100% 91E0_vc	0	1	76294
763705_91E0_vc	29516	763705	133917.6	165806.1	58	103	30	0	9	70% 91E0_va; 30% 91E0_vc	0	1	763705
764985_91E0_vc	54532	764985	122141.6	164302.1	58	103	30	1	8	70% 91E0_va; 30% 91E0_vc	0	1	764985
792070_91E0_vc	55107	792070	154973.6	162606.1	58	103	30	1	8	70% 9120; 30% 91E0_vc	0	1	792070
797785_91E0_vc	29592	797785	104765.6	176878.1	58	103	30	0	9	70% 91E0_va; 30% 91E0_vc	0	1	797785
799145_91E0_vc	27168	799145	131709.6	200558.1	58	103	100	0	9	100% 91E0_vc	0	1	799145
803065_91E0_vc	26089	803065	131741.6	179694.1	58	103	100	0	10	100% 91E0_vc	0	1	803065
8121_91E0_vc	56265	8121	145501.6	160174.1	58	103	30	1	1	70% 91E0_va; 30% 91E0_vc	0	1	8121
816569_91E0_vc	54619	816569	138749.6	164142.1	58	103	30	1	8	70% 91E0_va; 30% 91E0_vc	0	1	816569
833094_91E0_vc	52906	833094	169885.6	167470.1	58	103	20	1	8	60% 9120; 20% 91E0_vc; 20% 9160	0	1	833094
836358_91E0_vc	55133	836358	153789.6	161230.1	58	103	30	1	8	70% 9160; 30% 91E0_vc	0	1	836358
843422_91E0_vc	37486	843422	185085.6	219982.1	58	103	30	1	8	70% 91E0_va; 30% 91E0_vc	0	1	843422
85529_91E0_vc	55820	85529	91357.6	162894.1	58	103	100	1	1	100% 91E0_vc	0	1	85529
857593_91E0_vc	28189	857593	133629.6	170190.1	58	103	70	0	10	70% 91E0_vc; 30% rbbhc	0	1	857593
